book_id,goodreads_book_id,title,authors,genres
2478,85437,Coma,Robin Cook,"action-thriller,adult-fiction,american-literature,classics,contemporary,contemporary-fiction,crime,crime-mystery-thriller,crime-thriller,fiction,general-fiction,horror,horror-suspense,medical-thriller,murder-mystery,mysteries-thrillers,mystery,mystery-crime,mystery-detective,mystery-suspense,mystery-suspense-thriller,mystery-thriller,mystery-thriller-suspense,mystery-thrillers,pop-fiction,popular-fiction,read-fiction,sci-fi,sci-fi-fantasy,science-fiction,scifi,suspense,suspense-thriller,thriller,thriller-mystery,thriller-suspense,thrillers"
2479,46945,Requiem for a Dream,"Hubert Selby Jr., Darren Aronofsky, Richard Price","adult-fiction,american-literature,classics,contemporary,contemporary-fiction,crime,detective,fiction,fiction-to-read,general-fiction,literary-fiction,literature,modern-classics,mystery,psychology,thriller,to-read-fiction,transgressive-fiction"
2480,111332,"Into the Wild (Warriors, #1)",Erin Hunter,"animal-fantasy,animal-fiction,children,children-s,children-s-books,children-s-lit,children-s-literature,childrens,childrens-books,fantasy,fantasy-sci-fi,fiction,juvenile-fiction,middle-grade,mystery,sci-fi-fantasy,teen,warriors,ya,ya-fantasy,ya-fiction,young-adult"
2481,76401,Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown,"american-history,american-literature,biography,classics,fiction,historical,historical-fiction,historical-non-fiction,historical-nonfiction,history,history-american,history-biography,history-books,history-non-fiction,history-politics,history-to-read,literature,memoir,military,military-history,non-fiction,non-fiction-history,non-fiction-to-read,nonfiction,nonfiction-to-read,politics,to-read-history,to-read-non-fiction,to-read-nonfiction,u-s-history,us-history,war"
2482,128066,"The Pianist: The Extraordinary Story of One Man's Survival in Warsaw, 1939–45","Władysław Szpilman, Anthea Bell","autobiography,autobiography-biography,autobiography-memoir,bio-memoir,biographies-and-memoirs,biographies-memoirs,biography,biography-and-memoir,biography-autobiography,biography-memoir,classics,european-history,fiction,historical,historical-fiction,historical-non-fiction,historical-nonfiction,history,literature,memoir,memoir-biography,memoirs,memoirs-biographies,non-fiction,nonfiction,to-read-non-fiction,war,world-war-2,world-war-ii,world-war-two"
2483,16033902,"Rush (Breathless, #1)",Maya Banks,"contemp-romance,contemporary,contemporary-romance,erotic-romance,erotica-romance,fiction,office-romance,romance,romance-erotica"
2484,3052106,The Picture of Dorian Gray: A Graphic Novel,"Ian Edginton, Oscar Wilde, I.N.J. Culbard","children,childrens,classic-literature,classics,classics-to-read,comics,comics-and-graphic-novels,comics-graphic-novels,english-literature,fantasy,fiction,fiction-classics,general-fiction,gothic,graphic-novel,graphic-novels,graphic-novels-comics,graphic-novels-to-read,historical,horror,literature,magic,manga,mystery,young-adult"
2485,11557,Swan Song,Robert McCammon,"adult-fiction,contemporary,fantasy,fantasy-sci-fi,fiction,horror,horror-thriller,sci-fi,sci-fi-fantasy,science-fiction,scifi,scifi-fantasy,speculative-fiction,suspense,thriller,to-read-fiction,to-read-horror,war,warfare"
2486,22522805,The Buried Giant,Kazuo Ishiguro,"adult-fiction,british-literature,contemporary,contemporary-fiction,dragons,fairy-tales,fantasy,fantasy-sci-fi,fiction,fiction-to-read,general-fiction,historical,historical-fantasy,historical-fiction,history,literary-fiction,literature,magic,magical-realism,modern-fiction,mythology,sci-fi-fantasy,science-fiction-fantasy,scifi-fantasy,speculative-fiction,to-read-fiction,war"
2487,68494,"Perdido Street Station (Bas-Lag, #1)",China Miéville,"contemporary,cyberpunk,fantasy,fantasy-sci-fi,fantasy-scifi,fantasy-to-read,fiction,gothic,horror,literature,mystery,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fantasy,science-fiction,science-fiction-and-fantasy,science-fiction-fantasy,scifi,scifi-fantasy,sf-fantasy,speculative-fiction,to-read-fantasy,to-read-fiction,weird-fiction"
2488,4070493,"Need (Need, #1)",Carrie Jones,"contemporary,fantasy,fantasy-paranormal,fiction,magic,mystery,mythology,paranormal-romance,romance,teen,teen-fiction,teens,ya,ya-books,ya-fantasy,ya-fiction,ya-paranormal,ya-romance,young-adult,young-adult-fiction"
2489,2442,"Witches Abroad (Discworld, #12; Witches #3)",Terry Pratchett,"adult-fiction,british-literature,comic-fantasy,fairy-tales,fantasy,fantasy-and-sci-fi,fantasy-fiction,fantasy-humor,fantasy-humour,fantasy-sci-fi,fantasy-scifi,fiction,fiction-fantasy,genre-fantasy,magic,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi-fantasy,sf-fantasy,speculative-fiction,witchcraft,witches,young-adult"
2490,721012,The Legend of Sleepy Hollow and Other Stories,"Geoffrey Crayon, Washington Irving, William L. Hedges","adult-fiction,american-classics,american-literature,children,classic-fiction,classic-literature,classics,classics-to-read,fiction,folklore,general-fiction,ghost-stories,ghosts,gothic,gothic-fiction,historical,historical-fiction,history,horror-thriller,literary-fiction,mystery,non-fiction,short-fiction,suspense,the-classics,to-read-classics,ya,young-adult"
2491,117,Heretics of Dune (Dune Chronicles #5),Frank Herbert,"adult-fiction,american-literature,classic-sci-fi,classics,fantasy,fantasy-sci-fi,fantasy-scifi,fantasy-sf,fiction,literature,philosophy,politics,read-sci-fi,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-and-fantasy,science-fiction-fantasy,sciencefiction,scifi,scifi-fantasy,sf-fantasy,space,speculative-fiction,to-read-fiction"
2492,772852,The Cross and the Switchblade,"David Wilkerson, John Sherrill, Elizabeth Sherrill","auto-biography,autobiography,autobiography-biography,bio-memoir,biography,biography-autobiography,biography-memoir,christian-classics,christian-fiction,christian-literature,christian-non-fiction,christian-nonfiction,classics,crime,history,history-biography,memoir,memoir-biography,memoirs,memoirs-biographies,non-fiction,nonfiction,ya"
2493,346087,"Captain's Fury (Codex Alera, #4)",Jim Butcher,"adult-fantasy,adult-fiction,classic-fantasy,fantasy,fantasy-epic,fantasy-fiction,fantasy-sci-fi,fantasy-scifi,fantasy-series,fantasy-sf,fiction,good-fantasy,heroic-fantasy,magic,military,military-fantasy,military-fiction,read-fantasy,romance,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi,scifi-fantasy,to-read-fantasy,war,young-adult"
2494,9912994,"Damned (Damned, #1)",Chuck Palahniuk,"adult-fiction,american-literature,contemporary,contemporary-fiction,fantasy,fiction,general-fiction,horror,literary-fiction,literature,sci-fi-fantasy,speculative-fiction,transgressive-fiction,ya,young-adult"
2495,222458,Rules,Cynthia Lord,"award-winner,award-winners,award-winning,children,children-s,children-s-books,children-s-fiction,children-s-lit,children-s-literature,childrens,childrens-books,childrens-fiction,childrens-lit,childrens-literature,contemporary,contemporary-fiction,contemporary-realistic-fiction,fiction,j-fiction,junior-fiction,juvenile-fiction,middle-grade,middle-grades,realistic-fiction,teen,ya,ya-fiction,ya-lit,young-adult"
2496,8584686,Swamplandia!,Karen Russell,"adult-fiction,contemporary,contemporary-fiction,fantasy,fiction,fiction-to-read,general-fiction,ghosts,literary-fiction,literature,magic-realism,magical-realism,modern-fiction,realistic-fiction,southern-gothic,to-read-fiction,ya,young-adult"
2497,49353,"The Last Coyote (Harry Bosch, #4; Harry Bosch Universe, #4)",Michael Connelly,"adult-fiction,contemporary-fiction,crime,crime-mystery,crime-mystery-thriller,crime-thriller,crime-thrillers,detective,detective-fiction,detective-mystery,detectives,fiction,murder-mystery,mystery,mystery-crime,mystery-detective,mystery-series,mystery-suspense,mystery-thriller,mystery-thriller-suspense,mystery-thrillers,noir,suspense,suspense-thriller,thriller,thriller-mystery,thrillers"
2498,2715,Salt: A World History,Mark Kurlansky,"adult-non-fiction,economics,general-history,general-non-fiction,general-nonfiction,historical,historical-non-fiction,history,history-non-fiction,history-to-read,microhistory,natural-history,non-fiction,non-fiction-history,non-fiction-to-read,nonfiction,nonfiction-history,nonfiction-to-read,politics,to-read-history,to-read-non-fiction,to-read-nonfiction,world-history"
2499,31173,Villette,"Charlotte Brontë, A.S. Byatt, Μαρία Λαϊνά, Ignes Sodre","adult-fiction,british-literature,classic-fiction,classic-literature,classics,classics-to-read,english-literature,fiction,fiction-classics,gothic,historical,historical-fiction,literary-fiction,literature,romance,the-classics,to-read-classics,to-read-fiction,victorian-literature"
2500,10552338,Reamde,Neal Stephenson,"adult-fiction,contemporary,contemporary-fiction,crime,cyberpunk,fantasy,fantasy-sci-fi,fiction,general-fiction,literature,modern-fiction,mystery,mystery-thriller,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi,scifi-fantasy,sf-fantasy,speculative-fiction,suspense,techno-thriller,thriller,thrillers,to-read-fiction,to-read-sci-fi"
2501,34502,"Soul Music (Discworld, #16; Death, #3)",Terry Pratchett,"adult-fantasy,comic-fantasy,fantasy,fantasy-and-sci-fi,fantasy-fiction,fantasy-humor,fantasy-humour,fantasy-sci-fi,fantasy-scifi,fiction,fiction-fantasy,genre-fantasy,magic,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi,scifi-fantasy,sf-fantasy,speculative-fiction,wizards"
2502,14740588,"Notorious Nineteen (Stephanie Plum, #19)",Janet Evanovich,"adult-fiction,contemporary,contemporary-fiction,cozy-mystery,crime,crime-mystery,detective,fiction,murder-mystery,mystery,mystery-crime,mystery-suspense,mystery-thriller,mystery-thrillers,romance,suspense,thriller"
2503,6117055,The Greatest Show on Earth: The Evidence for Evolution,Richard Dawkins,"history,natural-history,non-fiction,non-fiction-science,non-fiction-to-read,nonfiction,nonfiction-science,philosophy,to-read-non-fiction,to-read-nonfiction"
2504,392297,"Sin City, Vol. 1: The Hard Goodbye (Sin City, #1)",Frank Miller,"comic-books-graphic-novels,comic-graphic-novel,comic-manga,comics,comics-and-graphic-novels,comics-graphic-novel,comics-graphic-novels,comics-manga,comics-read,comics-to-read,contemporary,crime,crime-mystery,fantasy,fiction,graphic-novel,graphic-novel-comic,graphic-novel-manga,graphic-novels,graphic-novels-and-comics,graphic-novels-comic-books,graphic-novels-comics,graphic-novels-comics-manga,graphic-novels-manga,graphic-novels-read,graphic-novels-to-read,horror,manga-graphic-novels,mystery,mystery-thriller,noir,read-comics,science-fiction,thriller,to-read-comics,to-read-graphic-novels"
2505,356896,The Greatest Salesman in the World,Og Mandino,"classics,economics,fiction,non-fiction,nonfiction,philosophy,psychology,to-read-non-fiction"
2506,3758,"Casino Royale (James Bond, #1)",Ian Fleming,"adult-fiction,british-literature,classics,cold-war,crime,crime-mystery,crime-mystery-thriller,crime-thriller,fiction,general-fiction,literature,modern-classics,mystery,mystery-crime,mystery-suspense,mystery-thriller,spy-fiction,spy-thriller,suspense,suspense-thriller,thriller,thriller-suspense,thrillers,to-read-fiction"
2507,83144,"The Bronze Horseman (The Bronze Horseman, #1)",Paullina Simons,"adult-fiction,adult-romance,contemporary,fiction,historical,historical-fiction,historical-romance,history,love-story,military,romance,romance-historical,war,world-war-2,world-war-ii,young-adult"
2508,11346,Sula,Toni Morrison,"adult-fiction,african-american-fiction,african-american-literature,american-literature,classics,contemporary,contemporary-fiction,fiction,general-fiction,historical,historical-fiction,literary-fiction,literature,magical-realism,modern-classics,modern-fiction,realistic-fiction,to-read-fiction"
2509,17999892,"The Atlantis Gene (The Origin Mystery, #1)",A.G. Riddle,"aliens,contemporary,fantasy,fantasy-sci-fi,fantasy-scifi,fiction,historical-fiction,mystery,mystery-suspense,mystery-thriller,sci-fi,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi,scifi-fantasy,suspense,suspense-thriller,thriller,thriller-suspense,thrillers,young-adult"
2510,7148256,"The Red Queen (The Plantagenet and Tudor Novels, #3)",Philippa Gregory,"adult-fiction,biography,british-history,english-history,fiction,fiction-historical,general-fiction,historic-fiction,historical,historical-fiction,historical-novel,historical-novels,historical-romance,history,history-fiction,romance,royals,royalty,war"
2511,6642402,"Something About You (FBI/US Attorney, #1)",Julie James,"adult-fiction,adult-romance,contemp-romance,contemporary,contemporary-romance,crime,erotic-romance,fiction,genre-romance,mystery,mystery-suspense,romance,romance-contemporary,romance-suspense,romantic-suspense,suspense,suspense-romance,thriller"
2512,105552,Mr. Brown Can Moo! Can You?,Dr. Seuss,"books-for-children,children,children-books,children-read,children-s,children-s-book,children-s-books,children-s-books-read,children-s-fiction,children-s-lit,children-s-literature,children-s-picture-books,children-ya,childrens,childrens-books,childrens-lit,childrens-picture-books,childrensbooks,classics,fantasy,fiction,for-children,poetry"
2513,10607,"Black House (The Talisman, #2)","Stephen King, Peter Straub","adult-fiction,contemporary,creepy,crime,fantasy,fantasy-sci-fi,fiction,fiction-horror,general-fiction,horror,horror-fiction,horror-supernatural,horror-suspense,horror-thriller,mystery,mystery-thriller,sci-fi,sci-fi-fantasy,science-fiction,scifi-fantasy,suspense,suspense-thriller,thriller"
2514,15719,Marvel 1602,"Neil Gaiman, Andy Kubert, Richard Isanove, Peter Sanderson","alt-history,alternate-history,alternative-history,comic-books-graphic-novels,comic-graphic-novel,comics,comics-and-graphic-novels,comics-and-manga,comics-graphic-novels,comics-manga,comics-read,comics-to-read,fantasy,fiction,graphic-novel,graphic-novel-comic,graphic-novel-comics,graphic-novel-manga,graphic-novels,graphic-novels-and-comics,graphic-novels-comic-books,graphic-novels-comics,graphic-novels-to-read,historical,historical-fantasy,historical-fiction,history,magic,manga-comics,manga-graphic-novels,read-comics,sci-fi,sci-fi-fantasy,science-fiction,scifi-fantasy,to-read-comics,to-read-graphic-novels,ya,young-adult"
2515,26722,"Act of Treason (Mitch Rapp, #9)",Vince Flynn,"action-suspense,action-thriller,adult-fiction,crime,crime-mystery,crime-thriller,fiction,fiction-thriller,general-fiction,military,military-thriller,mysteries-thrillers,mystery,mystery-suspense,mystery-thriller,political-thriller,political-thrillers,politics,spy-thriller,spy-thrillers,suspense,suspense-mystery,suspense-thriller,thriller,thriller-mystery,thriller-suspense,thrillers"
2516,13330761,The Dog Stars,Peter Heller,"adult-fiction,contemporary,contemporary-fiction,fantasy,fiction,fiction-general,fiction-to-read,general-fiction,literary-fiction,literature,sci-fi,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi,scifi-fantasy,speculative-fiction,thriller,to-read-fiction"
2517,19494,The Spy Who Came In from the Cold,John le Carré,"adult-fiction,british-literature,classics,cold-war,contemporary,contemporary-fiction,crime,crime-mystery,crime-mystery-thriller,crime-thriller,detective,fiction,general-fiction,historical,historical-fiction,history,literature,modern-classics,mystery,mystery-crime,mystery-suspense,mystery-thriller,politics,spy-fiction,spy-thriller,spy-thrillers,suspense,suspense-thriller,thriller,thriller-mystery,thrillers,to-read-fiction,war"
2518,133664,"Academ's Fury (Codex Alera, #2)",Jim Butcher,"adult-fantasy,adult-fiction,classic-fantasy,fantasy,fantasy-epic,fantasy-fiction,fantasy-sci-fi,fantasy-scifi,fantasy-series,fiction,good-fantasy,heroic-fantasy,magic,military,military-fantasy,read-fantasy,romance,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi,scifi-fantasy,to-read-fantasy,war,ya,ya-fantasy,young-adult"
2519,13162,"When the Wind Blows (When the Wind Blows, #1)",James Patterson,"adult-fiction,crime,crime-mystery,crime-thriller,detective,fantasy,fantasy-sci-fi,fiction,horror,murder-mystery,mystery,mystery-crime,mystery-suspense,mystery-suspense-thriller,mystery-thriller,romance,sci-fi,sci-fi-fantasy,science-fiction,scifi,suspense,suspense-mystery,suspense-thriller,thriller,thriller-mystery,thriller-suspense,thrillers,young-adult"
