book_id,goodreads_book_id,genres
923,17402605,"children,children-s,children-s-books,childrens,contemporary,fantasy,fantasy-magic,fantasy-sci-fi,fiction,historical,historical-fiction,magic,middle-grade,modern-fantasy,mythology,sci-fi,sci-fi-fantasy,science-fiction,scifi-fantasy,teen,teen-fiction,teens,ya,ya-books,ya-fantasy,ya-fiction,ya-lit,young-adult,young-adult-fantasy,young-adult-fiction"
924,10964693,"adult-fiction,american-literature,contemporary,contemporary-fiction,contemporary-lit,fiction,general-fiction,historical-fiction,literary-fiction,literature,modern-fiction,realistic-fiction,romance,to-read-fiction"
925,16527,"adult-fiction,classics,contemporary,contemporary-fiction,fiction,fiction-general,fiction-historical,general-fiction,historical,historical-fiction,historicalfiction,history,latin-american-literature,literary-fiction,literature,magic-realism,magical-realism,romance,to-read-fiction"
926,22609317,"adult-fiction,contemporary,contemporary-fiction,crime,fiction,general-fiction,mystery,mystery-suspense,mystery-thriller,psychological-thriller,realistic-fiction,suspense,suspense-thriller,thriller,thriller-mystery,thrillers,to-read-fiction,ya,young-adult"
927,270730,"a-fiction,contemporary,contemporary-fiction,fiction,poetry,realistic-fiction,romance,teen,teen-books,teen-fiction,teens,ya,ya-books,ya-contemporary,ya-fiction,ya-lit,ya-novels,young-adult,young-adult-books,young-adult-fiction,young-adult-lit"
928,17675462,"contemporary,fantasy,fantasy-paranormal,fantasy-sci-fi,fiction,ghosts,magic,magical-realism,mystery,mythology,paranormal-romance,romance,sci-fi-fantasy,teen,witches,ya,ya-books,ya-fantasy,ya-fiction,ya-lit,ya-paranormal,young-adult,young-adult-fiction"
929,547094,"adult-fiction,classics,fantasy,fantasy-sci-fi,fiction,horror,horror-fiction,horror-thriller,literature,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-and-fantasy,science-fiction-fantasy,scifi,scifi-fantasy,speculative-fiction,suspense,thriller"
930,1736739,"adult-fiction,american-literature,award-winner,award-winners,contemporary,contemporary-fiction,fiction,fiction-general,general-fiction,literary-fiction,literature,modern-fiction,pulitzer-fiction,pulitzer-prize-fiction,realistic-fiction,short-fiction,to-read-fiction"
931,20588698,"adult-non-fiction,autobiography,autobiography-memoir,bio-memoir,biographies-memoirs,biography,biography-memoir,contemporary,memoir,memoir-autobiography,memoir-bio,memoir-biography,memoirs,memoirs-biographies,non-fiction,nonfiction,to-read-non-fiction"
932,76865,"business-economics,economics-business,non-fiction,non-fiction-to-read,philosophy,psychology,to-read-non-fiction,to-read-nonfiction"
933,6137154,"fantasy,fantasy-romance,fantasy-sci-fi,fantasy-scifi,fiction,magic,paranormal-romance,romance,royalty,sci-fi-fantasy,science-fiction,scifi-fantasy,teen,teen-fiction,war,ya,ya-books,ya-fantasy,ya-fiction,ya-lit,young-adult,young-adult-fantasy,young-adult-fiction"
934,17716,"adult-fiction,british-literature,classic-literature,classics,classics-to-read,contemporary,english-literature,fiction,french-literature,irish-literature,literary-fiction,literature,modern-classics,philosophy,to-read-classics,to-read-fiction"
935,43035,"adult-fiction,american-literature,animal-fiction,children,children-s,children-s-books,children-s-lit,childrens-books,classic-fiction,classic-literature,classics,classics-to-read,fantasy,fiction,general-fiction,historical,historical-fiction,literary-fiction,literature,realistic-fiction,the-classics,ya,young-adult"
936,4978,"adult-fiction,fantasy,fantasy-fiction,fantasy-sci-fi,fiction,horror,magic,mystery,sci-fi,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi,scifi-fantasy,speculative-fiction,suspense,thriller"
937,18116,"children,children-s,children-s-books,children-ya,childrens,childrens-books,classics,contemporary,fantasy,fantasy-sci-fi,fantasy-science-fiction,fantasy-scifi,fiction,literature,magic,middle-grade,mystery,romance,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi,scifi-fantasy,speculative-fiction,teen,ya,ya-books,ya-fantasy,ya-fiction,ya-lit,young-adult,young-adult-fantasy,young-adult-fiction"
938,16081272,"adult-fiction,adult-romance,contemporary,contemporary-romance,fiction,love-story,new-adult-romance,realistic-fiction,romance,ya,ya-na,young-adult"
939,15776309,"adult-fiction,contemporary,contemporary-fiction,crime,crime-mystery,fiction,general-fiction,murder-mystery,mystery,mystery-crime,mystery-suspense,mystery-thriller,psychological-thriller,realistic-fiction,suspense,suspense-thriller,thriller,thriller-mystery,thriller-suspense,thrillers,to-read-fiction,ya,young-adult"
940,18693716,"adult-fiction,contemporary,contemporary-fiction,contemporary-romance,fiction,general-fiction,love-story,realistic-fiction,romance,women-s-fiction,womens-fiction"
941,11899,"adult-fiction,award-winners,contemporary,contemporary-fiction,fiction,general-fiction,historical,historical-fiction,literary-fiction,literature,modern-classics,modern-fiction,pulitzer-fiction,pulitzer-prize-fiction,romance,to-read-fiction"
942,15858248,"adult-fiction,adult-romance,contemporary,contemporary-romance,erotic-romance,fiction,realistic-fiction,romance,romance-contemporary"
943,4136,"adult-fiction,adult-non-fiction,autobiography,autobiography-memoir,bio-memoir,biographies-memoirs,biography,biography-memoir,contemporary,contemporary-fiction,fiction,literature,memoir,memoir-bio,memoir-biography,memoirs,non-fiction,nonfiction"
944,10584,"adult-fiction,contemporary,creepy,fantasy,fantasy-sci-fi,fiction,fiction-horror,general-fiction,horror,horror-fiction,horror-supernatural,horror-suspense,horror-thriller,mystery,mystery-thriller,sci-fi,sci-fi-fantasy,science-fiction,suspense,thriller-horror,thrillers"
945,9369720,"fantasy,fiction,historical-fiction,magic,mythology,paranormal-fantasy,paranormal-romance,romance,teen,teen-fiction,ya,ya-books,ya-fantasy,ya-fiction,ya-paranormal,ya-romance,young-adult,young-adult-fantasy,young-adult-fiction"
946,13089710,"fantasy,fantasy-sci-fi,fiction,horror,mystery,romance,sci-fi,sci-fi-fantasy,science-fiction,scifi,suspense,teen,teen-fiction,thriller,ya,ya-books,ya-fiction,ya-lit,young-adult,young-adult-fiction"
947,11500217,"fantasy,fantasy-paranormal,fiction,horror,mythology,paranormal-fantasy,paranormal-romance,romance,sci-fi,science-fiction,teen,ya,ya-books,ya-fantasy,ya-fiction,ya-paranormal,young-adult"
948,187020,"adult-fiction,american-fiction,american-literature,award-winner,award-winners,classics,contemporary,contemporary-fiction,fiction,fiction-contemporary,fiction-general,fiction-literature,general-fiction,literary-fiction,literature,literature-fiction,modern-fiction,pulitzer-fiction,pulitzer-prize-fiction,realistic-fiction,to-read-fiction"
949,13895,"adult-fantasy,adult-fiction,classic-fantasy,fantasy,fantasy-epic,fantasy-fiction,fantasy-high,fantasy-read,fantasy-sci-fi,fantasy-science-fiction,fantasy-scifi,fantasy-series,fiction,fiction-fantasy,genre-fantasy,magic,read-fantasy,romance,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-and-fantasy,science-fiction-fantasy,scifi-fantasy,sf-fantasy,speculative-fiction,to-read-fantasy"
950,20820994,"contemporary,contemporary-fiction,fiction,magical-realism,printz-award,realistic-fiction,romance,teen,teen-fiction,ya,ya-books,ya-contemporary,ya-fiction,ya-lit,young-adult,young-adult-fiction"
951,22283,"adult-fiction,american-literature,autobiography,contemporary,contemporary-fiction,fiction,fiction-general,general-fiction,horror,literary-fiction,literature,modern-fiction,mystery,suspense,thriller,transgressive-fiction"
952,9420,"adult-fiction,chick-lit-romance,contemporary,contemporary-fiction,contemporary-romance,fiction,general-fiction,realistic-fiction,romance,women-s-fiction,young-adult"
953,5091,"adult-fiction,fantasy,fantasy-sci-fi,fiction,horror,magic,mystery,sci-fi,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi,scifi-fantasy,sf-fantasy,speculative-fiction,suspense,thriller"
954,6202690,"fantasy,fiction,non-fiction,nonfiction,paranormal-romance,romance,teen,ya,ya-books,ya-paranormal,young-adult"
955,9418,"adult-fiction,contemporary,contemporary-fiction,contemporary-romance,fiction,general-fiction,realistic-fiction,romance,women-s-fiction,womens-fiction,young-adult"
956,5544,"auto-biography,autobiography,bio-memoir,biographies-and-memoirs,biographies-memoirs,biography,biography-and-memoir,biography-autobiography,biography-memoir,biography-memoirs,classics,fiction,historical,history,history-biography,memoir,memoir-biography,memoirs,non-fiction,non-fiction-to-read,nonfiction,philosophy,to-read-non-fiction,to-read-nonfiction"
957,6654313,"contemporary,fantasy,fantasy-sci-fi,magic,mystery,paranormal-fantasy,paranormal-romance,sci-fi,sci-fi-fantasy,science-fiction,teen,teen-fiction,ya-books,ya-fantasy,ya-fiction,ya-lit,ya-paranormal,ya-romance,ya-series,young-adult,young-adult-fiction,young-adults"
958,3579,"childhood-classics,children,children-and-young-adult,children-books,children-s-books,children-s-classics,children-s-fiction,children-s-lit,children-s-literature,children-ya,children-young-adult,childrens-books,childrens-lit,childrens-literature,childrens-ya,classic-literature,classics,classics-to-read,general-fiction,historical,historical-romance,history,literature,middle-grade,realistic-fiction,romance,teen,to-read-fiction,ya,ya-fiction,ya-lit,young-adult-books,young-adult-fiction,young-adult-lit,youth-fiction"
959,7588,"20th-century-literature,adult-fiction,autobiography,biography,british-literature,classic-fiction,classic-literature,classics,classics-to-read,english-literature,fiction,general-fiction,historical,historical-fiction,irish-literature,literary-fiction,literature,memoir,modern-classics,non-fiction,philosophy,to-read-classics,to-read-fiction"
960,1166599,"adult-fantasy,adult-fiction,classic-fantasy,fantasy,fantasy-epic,fantasy-fiction,fantasy-read,fantasy-sci-fi,fantasy-science-fiction,fantasy-scifi,fantasy-series,fantasy-to-read,fiction,fiction-fantasy,magic,read-fantasy,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi-fantasy,sf-fantasy,speculative-fiction,to-read-fantasy"
961,19089,"adult-fiction,british-literature,classic-fiction,classic-literature,classics,classics-to-read,english-literature,fiction,fiction-classics,general-fiction,historical,historical-fiction,history,literary-fiction,literature,romance,the-classics,to-read-classics,to-read-fiction,victorian-literature"
962,13496084,"college-romance,contemporary,contemporary-romance,fiction,poetry,realistic-fiction,romance,ya,ya-contemporary,ya-na,ya-romance,young-adult,young-adult-romance"
963,5350,"adult-fiction,contemporary,contemporary-fiction,crime,crime-mystery,crime-mystery-thriller,crime-thriller,fiction,general-fiction,legal-fiction,legal-thriller,legal-thrillers,mystery,mystery-crime,mystery-suspense,mystery-suspense-thriller,mystery-thriller,mystery-thrillers,popular-fiction,read-fiction,suspense,suspense-thriller,thriller,thriller-mystery,thriller-suspense,thrillers"
964,30,"adult-fiction,british-literature,children,childrens,classic-fantasy,classic-literature,classics,dragons,fantasy,fantasy-adventure,fantasy-sci-fi,fantasy-science-fiction,fantasy-scifi,fiction,fiction-fantasy,magic,mythology,read-fiction,sci-fi,sci-fi-fantasy,science-fiction,science-fiction-and-fantasy,science-fiction-fantasy,scifi-fantasy,sf-fantasy,teen,war,ya,young-adult"
965,13517535,"adult-romance,college-romance,contemporary,contemporary-romance,erotic-romance,fiction,new-adult-romance,realistic-fiction,romance,ya,young-adult"
966,425029,"adult-fiction,contemporary,crime,crime-and-mystery,crime-mystery,crime-mystery-thriller,crime-thriller,detective,fiction,fiction-contemporary,fiction-mystery,general-fiction,legal-fiction,legal-thriller,legal-thrillers,literature,murder-mystery,mysteries-and-thrillers,mysteries-thrillers,mystery,mystery-crime,mystery-crime-thriller,mystery-detective,mystery-suspense,mystery-suspense-thriller,mystery-thriller,mystery-thriller-suspense,mystery-thrillers,read-fiction,suspense-thriller,thriller,thriller-suspense,thrillers,to-read-fiction"
967,11597,"adult-fiction,contemporary,creepy,crime,fantasy,fiction,fiction-horror,general-fiction,ghost,horror,horror-fiction,horror-supernatural,horror-suspense,horror-thriller,mystery,mystery-thriller,sci-fi,sci-fi-fantasy,science-fiction,suspense,suspense-thriller,thriller,thriller-horror,thrillers"
968,7968243,"ancient-history,autobiography,biographies-and-memoirs,biography,biography-and-memoir,biography-autobiography,biography-autobiography-memoir,biography-memoir,classics,fiction,historical,historical-fiction,historical-non-fiction,historical-nonfiction,history,history-biography,memoir,memoir-bio,memoir-biography,memoirs,memoirs-biographies,non-fiction,non-fiction-history,non-fiction-to-read,nonfiction,royalty,to-read-non-fiction,to-read-nonfiction,world-history"
969,1911,"business-economics,economics,economics-business,general-non-fiction,general-nonfiction,historical,history,history-politics,non-fiction,non-fiction-to-read,nonfiction,other-non-fiction,philosophy,politics,politics-economics,read-non-fiction,to-read-non-fiction,world-history"
970,17182126,"fantasy,fantasy-sci-fi,fantasy-scifi,fiction,magic,romance,sci-fi,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi,scifi-fantasy,teen,thriller,to-read-fantasy,ya,ya-books,ya-fantasy,ya-fiction,ya-lit,young-adult,young-adult-fantasy,young-adult-fiction"
971,766020,"books-for-children,children,children-books,children-picture-books,children-s,children-s-book,children-s-books,children-s-fiction,children-s-lit,children-s-literature,children-s-picture-books,children-ya,childrens,childrens-book,childrens-books,childrens-lit,childrens-literature,childrens-picture-books,classics,fantasy,favorite-children-s-books,favorite-childrens-books,fiction,modern-fantasy"
972,32829,"adult-fiction,children,children-s,childrens,classic-fiction,classic-literature,classic-sci-fi,classics,classics-to-read,fantasy,fantasy-sci-fi,fantasy-scifi,fiction,fiction-classics,french-literature,historical,historical-fiction,literature,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-fantasy,scifi,scifi-fantasy,speculative-fiction,to-read-classics,young-adult"
973,6398634,"adult-non-fiction,adult-nonfiction,autobiography,biography,biography-memoir,contemporary,memoir,memoir-biography,memoirs,non-fiction,non-fiction-to-read,nonfiction,philosophy,psychology,to-read-non-fiction,to-read-nonfiction"
974,216363,"adult-fiction,alt-history,alternate-history,alternative-history,american-literature,classics,fantasy,fantasy-sci-fi,fiction,historical,historical-fiction,history,hugo-award,hugo-award-winners,literature,modern-classics,philosophy,politics,sci-fi,sci-fi-and-fantasy,sci-fi-fantasy,science-fiction,science-fiction-and-fantasy,science-fiction-fantasy,scifi,scifi-fantasy,sf-fantasy,speculative-fiction,to-read-fiction,war,world-war-2,world-war-ii"
